Row,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits
2071,4958,3829,3183,646
2072,3651,2827,2384,443
2073,4248,3291,2737,554
2074,5624,4231,3588,643
2075,5595,4300,3666,634
2076,5213,4106,3466,640
2077,5156,3990,3372,618
2078,4350,3343,2816,527
2079,3446,2696,2291,405
2080,3945,2969,2479,490
2081,4639,3610,3054,556
2082,5224,4069,3416,653
2083,5242,4105,3474,631
2084,4939,3966,3371,595
2085,4387,3486,2949,537
2086,3327,2583,2189,394
2087,3692,2919,2482,437
2088,4734,3707,3133,574
2089,4727,3690,3057,633
2090,4994,3869,3239,630
2091,4767,3733,3156,577
2092,4124,3247,2778,469
2093,3230,2425,2045,380
2094,3906,3049,2574,475
2095,4895,3787,3188,599
2096,4871,3644,3050,594
2097,4989,3857,3269,588
2098,4633,3560,3015,545
2099,4475,3292,2757,535
2100,2967,2304,1942,362
2101,3507,2684,2282,402
2102,4337,3348,2794,554
2103,4470,3461,2964,497
2104,4439,3450,2898,552
2105,4895,3677,3132,545
2106,3924,2911,2459,452
2107,2827,2190,1851,339
2108,3481,2668,2256,412
2109,4627,3493,2935,558
2110,4561,3493,2950,543
2111,4626,3521,2982,539
2112,4137,3215,2668,547
2113,3555,2675,2248,427
2114,2671,1999,1680,319
2115,3486,2635,2233,402
2116,4000,3119,2616,503
2117,3828,3013,2553,460
2118,3935,3049,2599,450
2119,3633,2881,2397,484
2120,2997,2286,1932,354
2121,2194,1704,1420,284
2122,2948,2198,1836,362
2123,4049,3215,2724,491
2124,3792,2998,2485,513
2125,4029,3096,2613,483
2126,3945,3039,2587,452
2127,3523,2620,2173,447
2128,2646,1981,1665,316
2129,3454,2611,2213,398
2130,3703,2916,2459,457
2131,3680,2853,2397,456
2132,3479,2627,2196,431
2133,3756,2916,2463,453
2134,3289,2557,2122,435
2135,2416,1892,1606,286
2136,2793,2197,1892,305
2137,3749,2881,2428,453
2138,3786,2889,2450,439
2139,4002,3039,2566,473
2140,3823,3033,2525,508
2141,3430,2623,2262,361
2142,2400,1767,1487,280
2143,2835,2207,1869,338
2144,4001,3031,2523,508
2145,3795,2969,2525,444
2146,3903,3010,2591,419
2147,3397,2687,2265,422
2148,3005,2317,1887,430
2149,2305,1750,1479,271
2150,2696,1993,1701,292
2151,3866,2814,2368,446
2152,3826,2845,2400,445
2153,3673,2774,2334,440
2154,3660,2625,2189,436
2155,3136,2364,1941,423
2156,2223,1628,1354,274
2157,2623,1941,1644,297
2158,3638,2745,2325,420
2159,3740,2742,2258,484
2160,3767,2904,2477,427
2161,3621,2780,2322,458
2162,2971,2308,1922,386
2163,2221,1696,1373,323
2164,2724,2037,1686,351
2165,3456,2638,2181,457
2166,3581,2683,2184,499
2167,2064,1564,1297,267
